档,uid,recognition_path,enrollment_path,ref,vanilla_text,vanilla_cer,max_sim,rec_sec,enroll_sec,难点类别,备注
2_严重0.5-1,cmd_2019,E:\midea_target_asr\datasetA\pos\cmd_2019.wav,E:\midea_target_asr\datasetA\pos\kws_2019.wav,关闭节能模式,关闭肩脑吗,0.6667,0.2619,2.03,1.75,,
2_严重0.5-1,cmd_2062,E:\midea_target_asr\datasetA\pos\cmd_2062.wav,E:\midea_target_asr\datasetA\pos\kws_2062.wav,拆滤网的步骤,看绿网的互动,0.6667,0.2276,2.49,2.05,,
2_严重0.5-1,cmd_2083,E:\midea_target_asr\datasetA\pos\cmd_2083.wav,E:\midea_target_asr\datasetA\pos\kws_2083.wav,空调送风模式,空跳送房墨斯,0.6667,0.3966,2.62,1.69,,
2_严重0.5-1,cmd_2084,E:\midea_target_asr\datasetA\pos\cmd_2084.wav,E:\midea_target_asr\datasetA\pos\kws_2084.wav,胆固醇高不能吃什么,但不存高不能,0.6667,0.3424,3.77,1.95,,
2_严重0.5-1,cmd_2095,E:\midea_target_asr\datasetA\pos\cmd_2095.wav,E:\midea_target_asr\datasetA\pos\kws_2095.wav,风速开到最大,分數看得最大,0.6667,0.2433,2.14,2.25,,
2_严重0.5-1,cmd_2156,E:\midea_target_asr\datasetA\pos\cmd_2156.wav,E:\midea_target_asr\datasetA\pos\kws_2156.wav,关掉节能模式,关掉,0.6667,0.4018,3.08,2.24,,
2_严重0.5-1,cmd_2223,E:\midea_target_asr\datasetA\pos\cmd_2223.wav,E:\midea_target_asr\datasetA\pos\kws_2223.wav,打开睡眠模式,他要睡眠,0.6667,0.0586,2.05,2.09,,
2_严重0.5-1,cmd_2236,E:\midea_target_asr\datasetA\pos\cmd_2236.wav,E:\midea_target_asr\datasetA\pos\kws_2236.wav,减肥吃什么好,眼随什么,0.6667,0.3109,2.89,2.07,,
2_严重0.5-1,cmd_2260,E:\midea_target_asr\datasetA\pos\cmd_2260.wav,E:\midea_target_asr\datasetA\pos\kws_2260.wav,风速调到自动,放手给它自动,0.6667,0.2832,1.94,1.54,,
2_严重0.5-1,cmd_2285,E:\midea_target_asr\datasetA\pos\cmd_2285.wav,E:\midea_target_asr\datasetA\pos\kws_2285.wav,给我放九零八零乐团,给我放凌鱼排,0.6667,0.2086,3.31,2.43,,
2_严重0.5-1,cmd_2312,E:\midea_target_asr\datasetA\pos\cmd_2312.wav,E:\midea_target_asr\datasetA\pos\kws_2312.wav,风速调到百分之五十,高速調到的風格,0.6667,0.2186,3.02,2.05,,
2_严重0.5-1,cmd_2368,E:\midea_target_asr\datasetA\pos\cmd_2368.wav,E:\midea_target_asr\datasetA\pos\kws_2368.wav,播放睡前故事,播放事情,0.6667,0.3377,2.42,2.04,,
2_严重0.5-1,cmd_2378,E:\midea_target_asr\datasetA\pos\cmd_2378.wav,E:\midea_target_asr\datasetA\pos\kws_2378.wav,开启抽湿模式,被研究的模式,0.6667,0.1815,3.27,1.81,,
2_严重0.5-1,cmd_2384,E:\midea_target_asr\datasetA\pos\cmd_2384.wav,E:\midea_target_asr\datasetA\pos\kws_2384.wav,关掉节能模式,玩脑截的模式,0.6667,0.0662,2.09,1.9,,
2_严重0.5-1,cmd_2407,E:\midea_target_asr\datasetA\pos\cmd_2407.wav,E:\midea_target_asr\datasetA\pos\kws_2407.wav,防直吹,防止,0.6667,0.3243,1.99,1.85,,
2_严重0.5-1,cmd_2410,E:\midea_target_asr\datasetA\pos\cmd_2410.wav,E:\midea_target_asr\datasetA\pos\kws_2410.wav,风速调到最大,冯鼠调到追到,0.6667,0.1802,3.34,1.47,,
2_严重0.5-1,cmd_2437,E:\midea_target_asr\datasetA\pos\cmd_2437.wav,E:\midea_target_asr\datasetA\pos\kws_2437.wav,更年期不适合吃什么,107不适合提醒我,0.6667,0.1542,2.84,1.68,,
2_严重0.5-1,cmd_2469,E:\midea_target_asr\datasetA\pos\cmd_2469.wav,E:\midea_target_asr\datasetA\pos\kws_2469.wav,补铁吃什么好,你别吃什么好不好,0.6667,0.3801,2.14,1.82,,
2_严重0.5-1,cmd_2547,E:\midea_target_asr\datasetA\pos\cmd_2547.wav,E:\midea_target_asr\datasetA\pos\kws_2547.wav,开启抽湿模式,開啟抽屍我是你,0.6667,0.3131,1.82,1.72,,
2_严重0.5-1,cmd_2554,E:\midea_target_asr\datasetA\pos\cmd_2554.wav,E:\midea_target_asr\datasetA\pos\kws_2554.wav,儿童有什么饮食禁忌,儿童有幻想的,0.6667,0.0802,3.79,1.9,,
2_严重0.5-1,cmd_2561,E:\midea_target_asr\datasetA\pos\cmd_2561.wav,E:\midea_target_asr\datasetA\pos\kws_2561.wav,开到二十九度,跳到29度,0.6667,0.2267,1.94,2.39,,
2_严重0.5-1,cmd_2573,E:\midea_target_asr\datasetA\pos\cmd_2573.wav,E:\midea_target_asr\datasetA\pos\kws_2573.wav,打开新风模式,打开信号吗是,0.6667,0.0986,1.81,1.82,,
2_严重0.5-1,cmd_2592,E:\midea_target_asr\datasetA\pos\cmd_2592.wav,E:\midea_target_asr\datasetA\pos\kws_2592.wav,取消省电模式,取消是更好事,0.6667,0.2801,2.33,1.69,,
2_严重0.5-1,cmd_2611,E:\midea_target_asr\datasetA\pos\cmd_2611.wav,E:\midea_target_asr\datasetA\pos\kws_2611.wav,开到二十九度,二十多,0.6667,0.2273,1.83,1.84,,
2_严重0.5-1,cmd_2617,E:\midea_target_asr\datasetA\pos\cmd_2617.wav,E:\midea_target_asr\datasetA\pos\kws_2617.wav,关屏显,观平显,0.6667,0.0933,2.16,1.93,,
2_严重0.5-1,cmd_2618,E:\midea_target_asr\datasetA\pos\cmd_2618.wav,E:\midea_target_asr\datasetA\pos\kws_2618.wav,开到二十七度,拍到27度,0.6667,0.4285,3.38,2.05,,
2_严重0.5-1,cmd_2649,E:\midea_target_asr\datasetA\pos\cmd_2649.wav,E:\midea_target_asr\datasetA\pos\kws_2649.wav,防直吹,康直,0.6667,0.1876,1.71,1.77,,
2_严重0.5-1,cmd_2672,E:\midea_target_asr\datasetA\pos\cmd_2672.wav,E:\midea_target_asr\datasetA\pos\kws_2672.wav,关屏显,平显,0.6667,0.328,1.77,1.43,,
2_严重0.5-1,cmd_2714,E:\midea_target_asr\datasetA\pos\cmd_2714.wav,E:\midea_target_asr\datasetA\pos\kws_2714.wav,开到二十七度,拍到27度,0.6667,0.2295,1.96,1.49,,
2_严重0.5-1,cmd_2749,E:\midea_target_asr\datasetA\pos\cmd_2749.wav,E:\midea_target_asr\datasetA\pos\kws_2749.wav,开到二十五度,看來是五度,0.6667,0.1831,1.68,1.91,,
2_严重0.5-1,cmd_2759,E:\midea_target_asr\datasetA\pos\cmd_2759.wav,E:\midea_target_asr\datasetA\pos\kws_2759.wav,风速调到百分之二十,风速强到20%,0.6667,0.3561,2.54,2.26,,
2_严重0.5-1,cmd_2767,E:\midea_target_asr\datasetA\pos\cmd_2767.wav,E:\midea_target_asr\datasetA\pos\kws_2767.wav,风速调到百分之七十,分速調到70%,0.6667,0.4474,2.41,1.89,,
2_严重0.5-1,cmd_2780,E:\midea_target_asr\datasetA\pos\cmd_2780.wav,E:\midea_target_asr\datasetA\pos\kws_2780.wav,智控温,自空溫,0.6667,0.3195,1.66,2.0,,
2_严重0.5-1,cmd_2810,E:\midea_target_asr\datasetA\pos\cmd_2810.wav,E:\midea_target_asr\datasetA\pos\kws_2810.wav,关闭省电模式,关闭神经公司,0.6667,0.2248,1.75,2.04,,
2_严重0.5-1,cmd_2833,E:\midea_target_asr\datasetA\pos\cmd_2833.wav,E:\midea_target_asr\datasetA\pos\kws_2833.wav,上出风,放出锅,0.6667,0.3625,1.76,2.04,,
2_严重0.5-1,cmd_2844,E:\midea_target_asr\datasetA\pos\cmd_2844.wav,E:\midea_target_asr\datasetA\pos\kws_2844.wav,空调抽湿模式,就想收拾模式,0.6667,0.0983,2.47,2.05,,
2_严重0.5-1,cmd_2872,E:\midea_target_asr\datasetA\pos\cmd_2872.wav,E:\midea_target_asr\datasetA\pos\kws_2872.wav,播放吐槽大会,播放度朝外汇,0.6667,0.4319,2.54,2.11,,
2_严重0.5-1,cmd_2899,E:\midea_target_asr\datasetA\pos\cmd_2899.wav,E:\midea_target_asr\datasetA\pos\kws_2899.wav,开启制热模式,它是自然模式,0.6667,0.2524,2.0,3.13,,
2_严重0.5-1,cmd_2906,E:\midea_target_asr\datasetA\pos\cmd_2906.wav,E:\midea_target_asr\datasetA\pos\kws_2906.wav,风速调到百分之五十,那是有提高百分之五,0.6667,0.2411,2.28,1.73,,
2_严重0.5-1,cmd_2917,E:\midea_target_asr\datasetA\pos\cmd_2917.wav,E:\midea_target_asr\datasetA\pos\kws_2917.wav,播放妈咪知道孕育说,公关法明知道寓意说,0.6667,0.2564,2.41,2.05,,
2_严重0.5-1,cmd_2965,E:\midea_target_asr\datasetA\pos\cmd_2965.wav,E:\midea_target_asr\datasetA\pos\kws_2965.wav,关掉新风模式,關掉天空,0.6667,0.3003,3.53,2.09,,
2_严重0.5-1,cmd_2975,E:\midea_target_asr\datasetA\pos\cmd_2975.wav,E:\midea_target_asr\datasetA\pos\kws_2975.wav,放首粤语歌吧,放手拥押吧,0.6667,0.2451,2.4,2.56,,
2_严重0.5-1,cmd_149,E:\midea_target_asr\datasetA\pos\cmd_149.wav,E:\midea_target_asr\datasetA\pos\kws_149.wav,灯的亮度调到五千,"灯的亮度调到5,000",0.625,0.4877,2.56,1.5,,
2_严重0.5-1,cmd_2036,E:\midea_target_asr\datasetA\pos\cmd_2036.wav,E:\midea_target_asr\datasetA\pos\kws_2036.wav,脚气病适宜吃什么,小七零食也吃什么,0.625,0.0786,1.55,1.85,,
2_严重0.5-1,cmd_2074,E:\midea_target_asr\datasetA\pos\cmd_2074.wav,E:\midea_target_asr\datasetA\pos\kws_2074.wav,高血压适宜吃什么,高血压是一次是吗,0.625,0.2626,2.25,1.7,,
2_严重0.5-1,cmd_2123,E:\midea_target_asr\datasetA\pos\cmd_2123.wav,E:\midea_target_asr\datasetA\pos\kws_2123.wav,吃什么适合哺乳期,是什么事我有期,0.625,0.3279,2.45,1.92,,
2_严重0.5-1,cmd_2224,E:\midea_target_asr\datasetA\pos\cmd_2224.wav,E:\midea_target_asr\datasetA\pos\kws_2224.wav,混乱博物馆我想听,温暖博物馆,0.625,0.1891,2.99,1.1,,
2_严重0.5-1,cmd_2241,E:\midea_target_asr\datasetA\pos\cmd_2241.wav,E:\midea_target_asr\datasetA\pos\kws_2241.wav,电竞编年史我想听,这次间也使我想听,0.625,0.1288,2.69,1.59,,
2_严重0.5-1,cmd_2274,E:\midea_target_asr\datasetA\pos\cmd_2274.wav,E:\midea_target_asr\datasetA\pos\kws_2274.wav,哺乳期不能吃什么,木齐不能吃粉,0.625,0.2046,2.35,1.8,,
2_严重0.5-1,cmd_2406,E:\midea_target_asr\datasetA\pos\cmd_2406.wav,E:\midea_target_asr\datasetA\pos\kws_2406.wav,给我讲万万妹想到,我沒想到,0.625,0.1756,2.65,2.16,,
2_严重0.5-1,cmd_2643,E:\midea_target_asr\datasetA\pos\cmd_2643.wav,E:\midea_target_asr\datasetA\pos\kws_2643.wav,给我讲财经大事件,因为我想白鸡大事件,0.625,0.1759,2.9,2.92,,
2_严重0.5-1,cmd_2670,E:\midea_target_asr\datasetA\pos\cmd_2670.wav,E:\midea_target_asr\datasetA\pos\kws_2670.wav,风速调到百分之十,双速调到10%,0.625,0.3057,2.8,1.85,,
2_严重0.5-1,cmd_2787,E:\midea_target_asr\datasetA\pos\cmd_2787.wav,E:\midea_target_asr\datasetA\pos\kws_2787.wav,感冒不可以吃什么,我可以吃,0.625,0.2551,2.36,1.32,,
2_严重0.5-1,cmd_2834,E:\midea_target_asr\datasetA\pos\cmd_2834.wav,E:\midea_target_asr\datasetA\pos\kws_2834.wav,播放少儿版红楼梦,播放上二版,0.625,0.2592,2.75,1.47,,
2_严重0.5-1,cmd_2905,E:\midea_target_asr\datasetA\pos\cmd_2905.wav,E:\midea_target_asr\datasetA\pos\kws_2905.wav,空调调到二十二度,空调22度,0.625,0.1791,3.68,2.06,,
2_严重0.5-1,cmd_2935,E:\midea_target_asr\datasetA\pos\cmd_2935.wav,E:\midea_target_asr\datasetA\pos\kws_2935.wav,吃什么有利于安胎,吃什么,0.625,0.3384,2.61,1.7,,
2_严重0.5-1,cmd_73,E:\midea_target_asr\datasetA\pos\cmd_73.wav,E:\midea_target_asr\datasetA\pos\kws_73.wav,关掉油烟机,關掉有ND,0.6,0.4242,1.74,1.5,,
2_严重0.5-1,cmd_105,E:\midea_target_asr\datasetA\pos\cmd_105.wav,E:\midea_target_asr\datasetA\pos\kws_105.wav,墅智专家墅智专家的灯,数字专家数字专家等,0.6,0.2085,4.0,1.5,,
2_严重0.5-1,cmd_145,E:\midea_target_asr\datasetA\pos\cmd_145.wav,E:\midea_target_asr\datasetA\pos\kws_145.wav,灯光亮度调百分之八十,灯光亮度80%,0.6,0.5062,2.5,1.5,,
2_严重0.5-1,cmd_239,E:\midea_target_asr\datasetA\pos\cmd_239.wav,E:\midea_target_asr\datasetA\pos\kws_239.wav,净呼吸模式,禁夫妻模式,0.6,0.3359,2.34,1.5,,
2_严重0.5-1,cmd_268,E:\midea_target_asr\datasetA\pos\cmd_268.wav,E:\midea_target_asr\datasetA\pos\kws_268.wav,油烟机升起,游元吉升起,0.6,0.3811,2.04,1.5,,
2_严重0.5-1,cmd_304,E:\midea_target_asr\datasetA\pos\cmd_304.wav,E:\midea_target_asr\datasetA\pos\kws_304.wav,客厅灯的色温调到最冷,快立竿的收完條到最冷,0.6,0.3393,4.36,1.5,,
2_严重0.5-1,cmd_2007,E:\midea_target_asr\datasetA\pos\cmd_2007.wav,E:\midea_target_asr\datasetA\pos\kws_2007.wav,风速调最小,分数条最小,0.6,0.5165,1.82,2.43,,
2_严重0.5-1,cmd_2026,E:\midea_target_asr\datasetA\pos\cmd_2026.wav,E:\midea_target_asr\datasetA\pos\kws_2026.wav,风量小一点,方便要小一点,0.6,0.6161,1.79,1.91,,
2_严重0.5-1,cmd_2029,E:\midea_target_asr\datasetA\pos\cmd_2029.wav,E:\midea_target_asr\datasetA\pos\kws_2029.wav,风往中间吹,风望吹,0.6,0.0134,2.61,2.39,,
2_严重0.5-1,cmd_2056,E:\midea_target_asr\datasetA\pos\cmd_2056.wav,E:\midea_target_asr\datasetA\pos\kws_2056.wav,防直吹模式,防止吹摩石,0.6,0.3696,2.06,1.91,,
2_严重0.5-1,cmd_2067,E:\midea_target_asr\datasetA\pos\cmd_2067.wav,E:\midea_target_asr\datasetA\pos\kws_2067.wav,开启智清洁,开启至经节,0.6,0.4866,1.88,1.69,,
2_严重0.5-1,cmd_2130,E:\midea_target_asr\datasetA\pos\cmd_2130.wav,E:\midea_target_asr\datasetA\pos\kws_2130.wav,开启智控温,开启这空文,0.6,0.4575,2.07,2.93,,
2_严重0.5-1,cmd_2163,E:\midea_target_asr\datasetA\pos\cmd_2163.wav,E:\midea_target_asr\datasetA\pos\kws_2163.wav,风摆向下边,往北线下边,0.6,0.1333,1.69,2.71,,
2_严重0.5-1,cmd_2166,E:\midea_target_asr\datasetA\pos\cmd_2166.wav,E:\midea_target_asr\datasetA\pos\kws_2166.wav,开启防直吹,开启防止扩展,0.6,0.1954,2.6,2.18,,
2_严重0.5-1,cmd_2204,E:\midea_target_asr\datasetA\pos\cmd_2204.wav,E:\midea_target_asr\datasetA\pos\kws_2204.wav,播放激情手风琴曲选集,多放激情手工期食水機,0.6,0.1296,4.29,1.78,,
2_严重0.5-1,cmd_2342,E:\midea_target_asr\datasetA\pos\cmd_2342.wav,E:\midea_target_asr\datasetA\pos\kws_2342.wav,正面对人吹,就面对,0.6,0.1881,3.02,2.12,,
2_严重0.5-1,cmd_2361,E:\midea_target_asr\datasetA\pos\cmd_2361.wav,E:\midea_target_asr\datasetA\pos\kws_2361.wav,关掉智清洁,关掉纸,0.6,0.3637,2.71,2.02,,
2_严重0.5-1,cmd_2385,E:\midea_target_asr\datasetA\pos\cmd_2385.wav,E:\midea_target_asr\datasetA\pos\kws_2385.wav,关一下空调,一下不掉,0.6,0.2205,1.69,2.2,,
2_严重0.5-1,cmd_2402,E:\midea_target_asr\datasetA\pos\cmd_2402.wav,E:\midea_target_asr\datasetA\pos\kws_2402.wav,开启智清洁,開啟知情節,0.6,0.3385,1.73,1.92,,
2_严重0.5-1,cmd_2413,E:\midea_target_asr\datasetA\pos\cmd_2413.wav,E:\midea_target_asr\datasetA\pos\kws_2413.wav,开到十六度,到16度,0.6,0.2765,3.06,2.28,,
2_严重0.5-1,cmd_2445,E:\midea_target_asr\datasetA\pos\cmd_2445.wav,E:\midea_target_asr\datasetA\pos\kws_2445.wav,开启智控温,开极致共温,0.6,0.3922,1.98,1.95,,
2_严重0.5-1,cmd_2537,E:\midea_target_asr\datasetA\pos\cmd_2537.wav,E:\midea_target_asr\datasetA\pos\kws_2537.wav,开到三十度,看了三十多,0.6,0.0533,1.92,2.06,,
2_严重0.5-1,cmd_2636,E:\midea_target_asr\datasetA\pos\cmd_2636.wav,E:\midea_target_asr\datasetA\pos\kws_2636.wav,播放小球听民乐数字歌,放小的鸟鱼鱼鱼字歌,0.6,0.2276,3.59,2.31,,
2_严重0.5-1,cmd_2674,E:\midea_target_asr\datasetA\pos\cmd_2674.wav,E:\midea_target_asr\datasetA\pos\kws_2674.wav,儿童吃哪些食物有好处,儿童吃奶三食,0.6,0.3494,3.45,2.32,,
2_严重0.5-1,cmd_2703,E:\midea_target_asr\datasetA\pos\cmd_2703.wav,E:\midea_target_asr\datasetA\pos\kws_2703.wav,开启智清洁,开启知青节,0.6,0.3343,1.97,1.79,,
2_严重0.5-1,cmd_2707,E:\midea_target_asr\datasetA\pos\cmd_2707.wav,E:\midea_target_asr\datasetA\pos\kws_2707.wav,古哥古点烧脑集我想听,鼓舞如今超脑泥我想听,0.6,0.3209,3.97,1.87,,
2_严重0.5-1,cmd_2719,E:\midea_target_asr\datasetA\pos\cmd_2719.wav,E:\midea_target_asr\datasetA\pos\kws_2719.wav,空调十九度,风调19度,0.6,0.3646,1.78,1.91,,
2_严重0.5-1,cmd_2775,E:\midea_target_asr\datasetA\pos\cmd_2775.wav,E:\midea_target_asr\datasetA\pos\kws_2775.wav,关闭显示屏,关闭视频,0.6,0.3919,2.52,1.87,,
2_严重0.5-1,cmd_2778,E:\midea_target_asr\datasetA\pos\cmd_2778.wav,E:\midea_target_asr\datasetA\pos\kws_2778.wav,风摆向上边,放百箱上边,0.6,0.3618,1.6,1.65,,
2_严重0.5-1,cmd_2855,E:\midea_target_asr\datasetA\pos\cmd_2855.wav,E:\midea_target_asr\datasetA\pos\kws_2855.wav,开到十八度,拆到18度,0.6,0.2417,2.36,1.81,,
2_严重0.5-1,cmd_2864,E:\midea_target_asr\datasetA\pos\cmd_2864.wav,E:\midea_target_asr\datasetA\pos\kws_2864.wav,开启ECO,开启一收,0.6,0.2047,2.0,2.17,,
2_严重0.5-1,cmd_2912,E:\midea_target_asr\datasetA\pos\cmd_2912.wav,E:\midea_target_asr\datasetA\pos\kws_2912.wav,关掉智控温,關掉是不為,0.6,0.2616,2.17,1.99,,
2_严重0.5-1,cmd_2916,E:\midea_target_asr\datasetA\pos\cmd_2916.wav,E:\midea_target_asr\datasetA\pos\kws_2916.wav,风速调最大,棕樹條最大,0.6,0.4487,1.84,1.73,,
2_严重0.5-1,cmd_103,E:\midea_target_asr\datasetA\pos\cmd_103.wav,E:\midea_target_asr\datasetA\pos\kws_103.wav,灯光常亮冷色调,灯光闪亮灯射掉,0.5714,0.3575,2.23,1.5,,
2_严重0.5-1,cmd_263,E:\midea_target_asr\datasetA\pos\cmd_263.wav,E:\midea_target_asr\datasetA\pos\kws_263.wav,还有一开机会打,還有一天請回答,0.5714,0.2552,1.54,1.5,,
2_严重0.5-1,cmd_353,E:\midea_target_asr\datasetA\pos\cmd_353.wav,E:\midea_target_asr\datasetA\pos\kws_353.wav,打开灶打开烟机,打開燥機,0.5714,0.3714,2.74,1.5,,
2_严重0.5-1,cmd_2030,E:\midea_target_asr\datasetA\pos\cmd_2030.wav,E:\midea_target_asr\datasetA\pos\kws_2030.wav,腹泻要吃什么好,不信又是什么好,0.5714,0.443,2.33,1.89,,
2_严重0.5-1,cmd_2085,E:\midea_target_asr\datasetA\pos\cmd_2085.wav,E:\midea_target_asr\datasetA\pos\kws_2085.wav,风速调到最小风,放手跳得最小風,0.5714,0.2896,2.64,1.68,,
2_严重0.5-1,cmd_2562,E:\midea_target_asr\datasetA\pos\cmd_2562.wav,E:\midea_target_asr\datasetA\pos\kws_2562.wav,出风口设置最左,出风口受制费土,0.5714,0.5316,3.28,1.86,,
2_严重0.5-1,cmd_2612,E:\midea_target_asr\datasetA\pos\cmd_2612.wav,E:\midea_target_asr\datasetA\pos\kws_2612.wav,儿童适合吃什么,阿尔德吃什么,0.5714,0.242,2.23,1.93,,
2_严重0.5-1,cmd_2811,E:\midea_target_asr\datasetA\pos\cmd_2811.wav,E:\midea_target_asr\datasetA\pos\kws_2811.wav,吃什么适合解酒,这是什么适合结局,0.5714,0.1161,2.6,1.78,,
2_严重0.5-1,cmd_71,E:\midea_target_asr\datasetA\pos\cmd_71.wav,E:\midea_target_asr\datasetA\pos\kws_71.wav,把所有灯光调到亮度调到百分之一百,把所有的亮度調到100%,0.5625,0.3073,3.8,1.5,,
2_严重0.5-1,cmd_115,E:\midea_target_asr\datasetA\pos\cmd_115.wav,E:\midea_target_asr\datasetA\pos\kws_115.wav,打开烟机打开洗游衣,打開眼睛打開小眼,0.5556,0.4541,2.66,1.5,,
2_严重0.5-1,cmd_131,E:\midea_target_asr\datasetA\pos\cmd_131.wav,E:\midea_target_asr\datasetA\pos\kws_131.wav,打开洗护一体机的门,打开喜怒意体积乐门,0.5556,0.187,2.45,1.5,,
2_严重0.5-1,cmd_168,E:\midea_target_asr\datasetA\pos\cmd_168.wav,E:\midea_target_asr\datasetA\pos\kws_168.wav,灯的色温调到五千K,灯的室温调到5000K,0.5556,0.532,2.47,1.5,,
2_严重0.5-1,cmd_282,E:\midea_target_asr\datasetA\pos\cmd_282.wav,E:\midea_target_asr\datasetA\pos\kws_282.wav,灯光调到百分之三十,灯光调到30%,0.5556,0.4149,2.4,1.5,,
2_严重0.5-1,cmd_2386,E:\midea_target_asr\datasetA\pos\cmd_2386.wav,E:\midea_target_asr\datasetA\pos\kws_2386.wav,吃什么有利于防辐射,有利于防御,0.5556,0.0847,2.72,1.81,,
2_严重0.5-1,cmd_2505,E:\midea_target_asr\datasetA\pos\cmd_2505.wav,E:\midea_target_asr\datasetA\pos\kws_2505.wav,把温度调到二十二度,找到二十二步,0.5556,0.2121,2.9,2.68,,
2_严重0.5-1,cmd_2579,E:\midea_target_asr\datasetA\pos\cmd_2579.wav,E:\midea_target_asr\datasetA\pos\kws_2579.wav,把温度调到二十七度,把人都调到27度,0.5556,0.2503,2.2,1.86,,
2_严重0.5-1,cmd_2698,E:\midea_target_asr\datasetA\pos\cmd_2698.wav,E:\midea_target_asr\datasetA\pos\kws_2698.wav,把温度调到二十三度,把那度调到20分钟,0.5556,0.2343,2.83,1.98,,
2_严重0.5-1,cmd_2825,E:\midea_target_asr\datasetA\pos\cmd_2825.wav,E:\midea_target_asr\datasetA\pos\kws_2825.wav,白内障不适合吃什么,眼泪上不是合适什么,0.5556,0.0999,3.32,1.78,,
2_严重0.5-1,cmd_2829,E:\midea_target_asr\datasetA\pos\cmd_2829.wav,E:\midea_target_asr\datasetA\pos\kws_2829.wav,把温度调到二十四度,大温度前到24度,0.5556,0.2022,2.0,1.79,,
2_严重0.5-1,cmd_2929,E:\midea_target_asr\datasetA\pos\cmd_2929.wav,E:\midea_target_asr\datasetA\pos\kws_2929.wav,播放听经典英文童话,放心经典文,0.5556,0.1181,3.03,1.59,,
2_严重0.5-1,cmd_176,E:\midea_target_asr\datasetA\pos\cmd_176.wav,E:\midea_target_asr\datasetA\pos\kws_176.wav,所有灯的色温调到五千K,所有灯的室温合到5000K,0.5455,0.3639,3.06,1.5,,
2_严重0.5-1,cmd_118,E:\midea_target_asr\datasetA\pos\cmd_118.wav,E:\midea_target_asr\datasetA\pos\kws_118.wav,烟机自动开启灯光精准的聚焦在非餐区,"燕金自控开启,灯光精准聚焦带被插序",0.5294,0.0773,5.36,1.5,,
3_中等0.1-0.5,cmd_22,E:\midea_target_asr\datasetA\pos\cmd_22.wav,E:\midea_target_asr\datasetA\pos\kws_22.wav,打开烘干,打開空間,0.5,0.3241,1.7,1.5,,
3_中等0.1-0.5,cmd_25,E:\midea_target_asr\datasetA\pos\cmd_25.wav,E:\midea_target_asr\datasetA\pos\kws_25.wav,打开四G,打開,0.5,0.2897,1.74,1.5,,
3_中等0.1-0.5,cmd_30,E:\midea_target_asr\datasetA\pos\cmd_30.wav,E:\midea_target_asr\datasetA\pos\kws_30.wav,打开窗帘烟机,打回窗戀電機,0.5,0.2177,1.98,1.5,,
3_中等0.1-0.5,cmd_49,E:\midea_target_asr\datasetA\pos\cmd_49.wav,E:\midea_target_asr\datasetA\pos\kws_49.wav,烟机下降,岩阶下降,0.5,0.2386,1.86,1.5,,
3_中等0.1-0.5,cmd_53,E:\midea_target_asr\datasetA\pos\cmd_53.wav,E:\midea_target_asr\datasetA\pos\kws_53.wav,权志龙最新的歌专辑叫什么名字,全智隆最新的专辑教程名字,0.5,0.5179,3.84,1.5,,
3_中等0.1-0.5,cmd_85,E:\midea_target_asr\datasetA\pos\cmd_85.wav,E:\midea_target_asr\datasetA\pos\kws_85.wav,取消闹钟,许笑闹钟,0.5,0.215,1.79,1.5,,
3_中等0.1-0.5,cmd_166,E:\midea_target_asr\datasetA\pos\cmd_166.wav,E:\midea_target_asr\datasetA\pos\kws_166.wav,打开洗烘套装,打開洗紅泡妝,0.5,0.1778,2.1,1.5,,
3_中等0.1-0.5,cmd_280,E:\midea_target_asr\datasetA\pos\cmd_280.wav,E:\midea_target_asr\datasetA\pos\kws_280.wav,拉开窗帘,拉開香味,0.5,0.3981,0.99,1.5,,
3_中等0.1-0.5,cmd_285,E:\midea_target_asr\datasetA\pos\cmd_285.wav,E:\midea_target_asr\datasetA\pos\kws_285.wav,我要开始烹饪,我又開始可能,0.5,0.3456,1.07,1.5,,
3_中等0.1-0.5,cmd_289,E:\midea_target_asr\datasetA\pos\cmd_289.wav,E:\midea_target_asr\datasetA\pos\kws_289.wav,打开新风模式,打开新丰不是,0.5,0.3319,2.35,1.5,,
3_中等0.1-0.5,cmd_312,E:\midea_target_asr\datasetA\pos\cmd_312.wav,E:\midea_target_asr\datasetA\pos\kws_312.wav,灯光亮度调百分之一百,灯光亮度调100%,0.5,0.4297,2.59,1.5,,
3_中等0.1-0.5,cmd_321,E:\midea_target_asr\datasetA\pos\cmd_321.wav,E:\midea_target_asr\datasetA\pos\kws_321.wav,指令刚才错了,哲定剛剛錯了,0.5,0.3873,1.88,1.5,,
3_中等0.1-0.5,cmd_2013,E:\midea_target_asr\datasetA\pos\cmd_2013.wav,E:\midea_target_asr\datasetA\pos\kws_2013.wav,播放十大样板戏精选集,播放时代样板细机选机,0.5,0.152,3.06,1.78,,
3_中等0.1-0.5,cmd_2016,E:\midea_target_asr\datasetA\pos\cmd_2016.wav,E:\midea_target_asr\datasetA\pos\kws_2016.wav,打开睡眠模式,打个性能模式,0.5,0.3906,1.94,1.61,,
3_中等0.1-0.5,cmd_2028,E:\midea_target_asr\datasetA\pos\cmd_2028.wav,E:\midea_target_asr\datasetA\pos\kws_2028.wav,风向向左,翻前向左,0.5,0.2749,1.64,1.6,,
