集,utt_id,id,唤醒音频,唤醒文本,识别音频,ground_truth,模型输出,sim,是否拒识,llm_verdict,噪声类型,CER,正确
POS,utt0908_cmd_2544,2544,pos/kws_2544.wav,小美小美,pos/cmd_2544.wav,吃什么可以防辐射,吃什么可以 行 行,0.3202,False,,babble,0.5,✗
POS,utt0909_cmd_2545,2545,pos/kws_2545.wav,小双同学,pos/cmd_2545.wav,开到十九度,,0.18,True,,babble,1.0,✗
POS,utt0910_cmd_2546,2546,pos/kws_2546.wav,小天才,pos/cmd_2546.wav,降低风量,,0.246,True,,white,1.0,✗
POS,utt0911_cmd_2547,2547,pos/kws_2547.wav,小点小点,pos/cmd_2547.wav,开启抽湿模式,开启抽尸我是你,0.3131,False,,babble,0.6667,✗
POS,utt0912_cmd_2548,2548,pos/kws_2548.wav,小双同学,pos/cmd_2548.wav,风速四十,,0.2054,True,,babble,1.0,✗
POS,utt0913_cmd_2549,2549,pos/kws_2549.wav,嗨扫地机,pos/cmd_2549.wav,降低一度,整车制造,0.4641,False,,babble,1.0,✗
POS,utt0914_cmd_2550,2550,pos/kws_2550.wav,你好小双,pos/cmd_2550.wav,关一下空调,,0.2514,True,,babble,1.0,✗
POS,utt0915_cmd_2551,2551,pos/kws_2551.wav,小T小T,pos/cmd_2551.wav,关掉空调,,0.1276,True,,babble,1.0,✗
POS,utt0916_cmd_2552,2552,pos/kws_2552.wav,天天同学,pos/cmd_2552.wav,开启无风感,,0.1814,True,,babble,1.0,✗
POS,utt0917_cmd_2553,2553,pos/kws_2553.wav,小惟小惟,pos/cmd_2553.wav,腹泻适宜吃什么,,-0.025,True,,babble,1.0,✗
POS,utt0918_cmd_2554,2554,pos/kws_2554.wav,hi colmo,pos/cmd_2554.wav,儿童有什么饮食禁忌,,0.0802,True,,pink,1.0,✗
POS,utt0919_cmd_2555,2555,pos/kws_2555.wav,小惟小惟,pos/cmd_2555.wav,备孕有什么饮食禁忌,背孕有什么饮食禁忌,0.3326,False,,babble,0.1111,✓
POS,utt0920_cmd_2556,2556,pos/kws_2556.wav,小美小美,pos/cmd_2556.wav,讲个名人故事吧,递交了上市后首分成鸡蛋,0.3254,False,,babble,1.5714,✗
POS,utt0921_cmd_2557,2557,pos/kws_2557.wav,小美小美,pos/cmd_2557.wav,吃哪些食物有利于产妇,哪些食物有利益性,0.3285,False,,babble,0.4,✓
POS,utt0922_cmd_2558,2558,pos/kws_2558.wav,嗨机器人,pos/cmd_2558.wav,风速调小,,0.0787,True,,pink,1.0,✗
POS,utt0923_cmd_2559,2559,pos/kws_2559.wav,小惟小惟,pos/cmd_2559.wav,护发吃什么好,你往西江在全国排,0.278,False,,white,1.3333,✗
POS,utt0924_cmd_2560,2560,pos/kws_2560.wav,小惟小惟,pos/cmd_2560.wav,播放我爱幼儿园全,五 四 三 七,0.487,False,,babble,1.0,✗
POS,utt0925_cmd_2561,2561,pos/kws_2561.wav,小T小T,pos/cmd_2561.wav,开到二十九度,,0.2267,True,,babble,1.0,✗
POS,utt0926_cmd_2562,2562,pos/kws_2562.wav,你好小双,pos/cmd_2562.wav,出风口设置最左,出风口受制费土,0.5316,False,,babble,0.5714,✗
POS,utt0927_cmd_2563,2563,pos/kws_2563.wav,小天同学,pos/cmd_2563.wav,启动制冷模式,,0.2014,True,,babble,1.0,✗
POS,utt0928_cmd_2564,2564,pos/kws_2564.wav,小编小编,pos/cmd_2564.wav,打开屏幕,,0.1238,True,,babble,1.0,✗
POS,utt0929_cmd_2565,2565,pos/kws_2565.wav,hi colmo,pos/cmd_2565.wav,更年期不适宜吃什么,,0.232,True,,babble,1.0,✗
POS,utt0930_cmd_2566,2566,pos/kws_2566.wav,小点小点,pos/cmd_2566.wav,把风速调小一点,,0.1606,True,,babble,1.0,✗
POS,utt0931_cmd_2567,2567,pos/kws_2567.wav,小天同学,pos/cmd_2567.wav,升高一度,,0.213,True,,babble,1.0,✗
POS,utt0932_cmd_2568,2568,pos/kws_2568.wav,嗨扫地机,pos/cmd_2568.wav,风速最大,好想念,0.2758,False,,pink,1.0,✗
POS,utt0933_cmd_2569,2569,pos/kws_2569.wav,小T小T,pos/cmd_2569.wav,把温度调到二十度,,0.0934,True,,babble,1.0,✗
POS,utt0934_cmd_2570,2570,pos/kws_2570.wav,hi colmo,pos/cmd_2570.wav,播放落花成泥,,0.2236,True,,babble,1.0,✗
POS,utt0935_cmd_2571,2571,pos/kws_2571.wav,你好小双,pos/cmd_2571.wav,打开显示屏,,0.2003,True,,babble,1.0,✗
POS,utt0936_cmd_2572,2572,pos/kws_2572.wav,小天同学,pos/cmd_2572.wav,上边吹,三.四,0.4372,False,,babble,1.0,✗
POS,utt0937_cmd_2573,2573,pos/kws_2573.wav,嗨扫地机,pos/cmd_2573.wav,打开新风模式,,0.0986,True,,babble,1.0,✗
POS,utt0938_cmd_2574,2574,pos/kws_2574.wav,小美小美,pos/cmd_2574.wav,出现异常声响,接受康熙撤峰,0.3932,False,,babble,1.0,✗
POS,utt0939_cmd_2575,2575,pos/kws_2575.wav,小美小美,pos/cmd_2575.wav,播放我爸爸我妈妈,播放我爸爸我妈,0.2946,False,,babble,0.125,✓
POS,utt0940_cmd_2576,2576,pos/kws_2576.wav,嗨机器人,pos/cmd_2576.wav,关闭省电模式,,0.179,True,,babble,1.0,✗
POS,utt0941_cmd_2577,2577,pos/kws_2577.wav,小甜甜,pos/cmd_2577.wav,把温度调到十七度,,0.1965,True,,babble,1.0,✗
POS,utt0942_cmd_2578,2578,pos/kws_2578.wav,hi colmo,pos/cmd_2578.wav,吃哪些食物有利于产妇,,0.0518,True,,babble,1.0,✗
POS,utt0943_cmd_2579,2579,pos/kws_2579.wav,小天小天,pos/cmd_2579.wav,把温度调到二十七度,,0.2503,True,,babble,1.0,✗
POS,utt0944_cmd_2580,2580,pos/kws_2580.wav,大喜大喜,pos/cmd_2580.wav,调到除湿模式,,0.114,True,,babble,1.0,✗
POS,utt0945_cmd_2581,2581,pos/kws_2581.wav,小天小天,pos/cmd_2581.wav,温度二十五度,,0.2768,True,,babble,1.0,✗
POS,utt0946_cmd_2582,2582,pos/kws_2582.wav,小天同学,pos/cmd_2582.wav,空调调到除湿模式,,0.2468,True,,babble,1.0,✗
POS,utt0947_cmd_2583,2583,pos/kws_2583.wav,天天同学,pos/cmd_2583.wav,风速调到百分之六十,,0.2349,True,,babble,1.0,✗
POS,utt0948_cmd_2584,2584,pos/kws_2584.wav,大喜大喜,pos/cmd_2584.wav,取消ECO模式,,0.1592,True,,babble,1.0,✗
POS,utt0949_cmd_2585,2585,pos/kws_2585.wav,小惟小惟,pos/cmd_2585.wav,放首歌吧,,0.1692,True,,babble,1.0,✗
POS,utt0950_cmd_2586,2586,pos/kws_2586.wav,小美小美,pos/cmd_2586.wav,富含硒的食物有哪些,,0.2129,True,,babble,1.0,✗
POS,utt0951_cmd_2587,2587,pos/kws_2587.wav,天天同学,pos/cmd_2587.wav,把空调关上,汉州市的中学,0.2905,False,,babble,1.2,✗
POS,utt0952_cmd_2588,2588,pos/kws_2588.wav,小美小美,pos/cmd_2588.wav,产妇推荐吃哪些食物,,0.0745,True,,pink,1.0,✗
POS,utt0953_cmd_2589,2589,pos/kws_2589.wav,小美小美,pos/cmd_2589.wav,补血推荐吃哪些食物,不许在家学习他是一个八岁男孩,0.2874,False,,babble,1.5556,✗
POS,utt0954_cmd_2590,2590,pos/kws_2590.wav,嗨机器人,pos/cmd_2590.wav,风速减小,,0.1356,True,,babble,1.0,✗
POS,utt0955_cmd_2591,2591,pos/kws_2591.wav,你好天天,pos/cmd_2591.wav,风向调到左边,风向调到左边,0.3234,False,,babble,0.0,✓
POS,utt0956_cmd_2592,2592,pos/kws_2592.wav,小天小天,pos/cmd_2592.wav,取消省电模式,取消是更好事,0.2801,False,,pink,0.6667,✗
POS,utt0957_cmd_2593,2593,pos/kws_2593.wav,小T小T,pos/cmd_2593.wav,关屏显,地球,0.3042,False,,white,1.0,✗
POS,utt0958_cmd_2594,2594,pos/kws_2594.wav,小美小美,pos/cmd_2594.wav,播放小飞鱼二,,0.0905,True,,pink,1.0,✗
POS,utt0959_cmd_2595,2595,pos/kws_2595.wav,大喜大喜,pos/cmd_2595.wav,关下空调,关下空角,0.4422,False,,pink,0.25,✓
POS,utt0960_cmd_2596,2596,pos/kws_2596.wav,小甜甜,pos/cmd_2596.wav,风向调到中间,,0.1316,True,,babble,1.0,✗
POS,utt0961_cmd_2597,2597,pos/kws_2597.wav,小惟小惟,pos/cmd_2597.wav,播放育儿早教纯干货分享,,0.2344,True,,babble,1.0,✗
POS,utt0962_cmd_2598,2598,pos/kws_2598.wav,嗨扫地机,pos/cmd_2598.wav,把温度调到二十度,,0.1565,True,,babble,1.0,✗
POS,utt0963_cmd_2599,2599,pos/kws_2599.wav,嗨机器人,pos/cmd_2599.wav,风向调到右边,逢小潮光约你,0.3235,False,,babble,1.0,✗
POS,utt0964_cmd_2600,2600,pos/kws_2600.wav,小惟小惟,pos/cmd_2600.wav,富含热量的食物有哪些,全场观看比赛,0.3808,False,,babble,1.0,✗
POS,utt0965_cmd_2601,2601,pos/kws_2601.wav,hi colmo,pos/cmd_2601.wav,播放盖世音雄原创音乐,,0.0997,True,,babble,1.0,✗
POS,utt0966_cmd_2602,2602,pos/kws_2602.wav,小美小美,pos/cmd_2602.wav,播放小飞鱼二,,0.4167,True,,white,1.0,✗
POS,utt0967_cmd_2603,2603,pos/kws_2603.wav,你好天天,pos/cmd_2603.wav,开到二十二度,,0.2682,True,,babble,1.0,✗
POS,utt0968_cmd_2604,2604,pos/kws_2604.wav,小双同学,pos/cmd_2604.wav,关闭屏幕,,0.2404,True,,babble,1.0,✗
POS,utt0969_cmd_2605,2605,pos/kws_2605.wav,你好天天,pos/cmd_2605.wav,防直吹模式,仿直吹音模式,0.3209,False,,babble,0.4,✓
POS,utt0970_cmd_2606,2606,pos/kws_2606.wav,小编小编,pos/cmd_2606.wav,开防直吹,,0.299,True,,babble,1.0,✗
POS,utt0971_cmd_2607,2607,pos/kws_2607.wav,小天小天,pos/cmd_2607.wav,调到送风模式,,0.5393,True,,pink,1.0,✗
POS,utt0972_cmd_2608,2608,pos/kws_2608.wav,小天小天,pos/cmd_2608.wav,温度二十六度,,0.0938,True,,babble,1.0,✗
POS,utt0973_cmd_2609,2609,pos/kws_2609.wav,小双同学,pos/cmd_2609.wav,打开屏幕,,0.1383,True,,babble,1.0,✗
POS,utt0974_cmd_2610,2610,pos/kws_2610.wav,嗨扫地机,pos/cmd_2610.wav,风速调到最高,,0.1501,True,,white,1.0,✗
POS,utt0975_cmd_2611,2611,pos/kws_2611.wav,小甜甜,pos/cmd_2611.wav,开到二十九度,,0.2273,True,,babble,1.0,✗
POS,utt0976_cmd_2612,2612,pos/kws_2612.wav,小惟小惟,pos/cmd_2612.wav,儿童适合吃什么,,0.242,True,,babble,1.0,✗
POS,utt0977_cmd_2613,2613,pos/kws_2613.wav,小惟小惟,pos/cmd_2613.wav,吃什么适合解酒,吃什么适合解酒,0.319,False,,pink,0.0,✓
POS,utt0978_cmd_2614,2614,pos/kws_2614.wav,小天才,pos/cmd_2614.wav,开到二十九度,,-0.1096,True,,babble,1.0,✗
POS,utt0979_cmd_2615,2615,pos/kws_2615.wav,嗨机器人,pos/cmd_2615.wav,空调十八度,空调十八度,0.4016,False,,babble,0.0,✓
POS,utt0980_cmd_2616,2616,pos/kws_2616.wav,你好天天,pos/cmd_2616.wav,关掉无风模式,关掉无风魔雪,0.3526,False,,pink,0.3333,✓
POS,utt0981_cmd_2617,2617,pos/kws_2617.wav,天天同学,pos/cmd_2617.wav,关屏显,,0.0933,True,,babble,1.0,✗
POS,utt0982_cmd_2618,2618,pos/kws_2618.wav,你好小天,pos/cmd_2618.wav,开到二十七度,拍到二十七度,0.4285,False,,pink,0.1667,✓
POS,utt0983_cmd_2619,2619,pos/kws_2619.wav,天天同学,pos/cmd_2619.wav,开屏幕,所以我们,0.301,False,,babble,1.3333,✗
POS,utt0984_cmd_2620,2620,pos/kws_2620.wav,嗨扫地机,pos/cmd_2620.wav,开启抽湿模式,,0.2257,True,,white,1.0,✗
POS,utt0985_cmd_2621,2621,pos/kws_2621.wav,小美小美,pos/cmd_2621.wav,吃哪些食物有利于腹泻,,0.155,True,,babble,1.0,✗
POS,utt0986_cmd_2622,2622,pos/kws_2622.wav,hi colmo,pos/cmd_2622.wav,播放专注,,0.203,True,,babble,1.0,✗
POS,utt0987_cmd_2623,2623,pos/kws_2623.wav,小钱小钱,pos/cmd_2623.wav,风速三十,,0.2565,True,,pink,1.0,✗
POS,utt0988_cmd_2624,2624,pos/kws_2624.wav,嗨扫地机,pos/cmd_2624.wav,关闭显示屏,管笔先试拼,0.3725,False,,babble,1.0,✗
POS,utt0989_cmd_2625,2625,pos/kws_2625.wav,小美小美,pos/cmd_2625.wav,播放一千零一夜故事,好吃,0.2744,False,,babble,1.0,✗
POS,utt0990_cmd_2626,2626,pos/kws_2626.wav,小点小点,pos/cmd_2626.wav,关闭新风模式,,0.2555,True,,babble,1.0,✗
POS,utt0991_cmd_2627,2627,pos/kws_2627.wav,小T小T,pos/cmd_2627.wav,关掉空调,关掉头条,0.2875,False,,pink,0.5,✗
POS,utt0992_cmd_2628,2628,pos/kws_2628.wav,小天才,pos/cmd_2628.wav,出风口设置最右,出封口设置最右,0.4367,False,,babble,0.1429,✓
POS,utt0993_cmd_2629,2629,pos/kws_2629.wav,小惟小惟,pos/cmd_2629.wav,便秘适宜吃什么,,0.1567,True,,babble,1.0,✗
POS,utt0994_cmd_2630,2630,pos/kws_2630.wav,小钱小钱,pos/cmd_2630.wav,开左右风,是他们已经成功走出来,0.5614,False,,pink,2.5,✗
POS,utt0995_cmd_2631,2631,pos/kws_2631.wav,你好天天,pos/cmd_2631.wav,开启ECO,,0.1213,True,,babble,1.0,✗
POS,utt0996_cmd_2632,2632,pos/kws_2632.wav,小编小编,pos/cmd_2632.wav,关闭省电模式,,0.1978,True,,babble,1.0,✗
POS,utt0997_cmd_2633,2633,pos/kws_2633.wav,小天小天,pos/cmd_2633.wav,往上扫风,,0.1794,True,,babble,1.0,✗
POS,utt0998_cmd_2634,2634,pos/kws_2634.wav,小惟小惟,pos/cmd_2634.wav,骨质疏松不适宜吃什么,,0.3141,True,,babble,1.0,✗
POS,utt0999_cmd_2635,2635,pos/kws_2635.wav,你好小天,pos/cmd_2635.wav,把温度调到二十一度,把温度调到二十一度,0.3368,False,,babble,0.0,✓
POS,utt1000_cmd_2636,2636,pos/kws_2636.wav,小惟小惟,pos/cmd_2636.wav,播放小球听民乐数字歌,,0.2276,True,,pink,1.0,✗
POS,utt1001_cmd_2637,2637,pos/kws_2637.wav,小美小美,pos/cmd_2637.wav,哺乳期要少吃什么,就已经进行过一轮教育,0.5853,False,,babble,1.25,✗
POS,utt1002_cmd_2638,2638,pos/kws_2638.wav,小点小点,pos/cmd_2638.wav,风速开到最小,,0.2331,True,,babble,1.0,✗
POS,utt1003_cmd_2639,2639,pos/kws_2639.wav,hi colmo,pos/cmd_2639.wav,吃什么适合慢性疲劳,这些机构可能面临法律风险,0.3055,False,,babble,1.3333,✗
POS,utt1004_cmd_2640,2640,pos/kws_2640.wav,小天小天,pos/cmd_2640.wav,打开睡眠模式,,0.1149,True,,pink,1.0,✗
POS,utt1005_cmd_2641,2641,pos/kws_2641.wav,小点小点,pos/cmd_2641.wav,打开显示屏,,0.1681,True,,babble,1.0,✗
POS,utt1006_cmd_2642,2642,pos/kws_2642.wav,小惟小惟,pos/cmd_2642.wav,吃什么有利于祛斑,吃什么有利于去搬,0.4476,False,,babble,0.25,✓
POS,utt1007_cmd_2643,2643,pos/kws_2643.wav,小惟小惟,pos/cmd_2643.wav,给我讲财经大事件,,0.1759,True,,babble,1.0,✗
POS,utt1008_cmd_2644,2644,pos/kws_2644.wav,hi colmo,pos/cmd_2644.wav,吃什么有利于防辐射,,0.1374,True,,white,1.0,✗
POS,utt1009_cmd_2645,2645,pos/kws_2645.wav,hi colmo,pos/cmd_2645.wav,高血压不适宜吃什么,,0.2573,True,,babble,1.0,✗
POS,utt1010_cmd_2646,2646,pos/kws_2646.wav,嗨机器人,pos/cmd_2646.wav,打开省电模式,,0.2586,True,,babble,1.0,✗
POS,utt1011_cmd_2647,2647,pos/kws_2647.wav,小T小T,pos/cmd_2647.wav,打开屏幕,打开题目,0.3506,False,,pink,0.5,✗
POS,utt1012_cmd_2648,2648,pos/kws_2648.wav,小美小美,pos/cmd_2648.wav,播放偶像电话亭,,0.1347,True,,babble,1.0,✗
POS,utt1013_cmd_2649,2649,pos/kws_2649.wav,小甜甜,pos/cmd_2649.wav,防直吹,,0.1876,True,,pink,1.0,✗
POS,utt1014_cmd_2650,2650,pos/kws_2650.wav,小天才,pos/cmd_2650.wav,开启防直吹模式,开启防直吹模式,0.286,False,,white,0.0,✓
POS,utt1015_cmd_2651,2651,pos/kws_2651.wav,hi colmo,pos/cmd_2651.wav,播放鹅妈妈童谣黄本,防企会积极调整推翻节奏,0.3225,False,,babble,1.2222,✗
POS,utt1016_cmd_2652,2652,pos/kws_2652.wav,小美小美,pos/cmd_2652.wav,富含硒的食物有哪些,,0.2206,True,,babble,1.0,✗
POS,utt1017_cmd_2653,2653,pos/kws_2653.wav,大喜大喜,pos/cmd_2653.wav,防直吹模式,光绝川有事,0.3898,False,,babble,1.0,✗
POS,utt1018_cmd_2654,2654,pos/kws_2654.wav,你好小双,pos/cmd_2654.wav,开启抽湿模式,开启抽诗魔师,0.3355,False,,babble,0.5,✗
POS,utt1019_cmd_2655,2655,pos/kws_2655.wav,小美小美,pos/cmd_2655.wav,播放绝句唐杜甫,,0.1413,True,,babble,1.0,✗
POS,utt1020_cmd_2656,2656,pos/kws_2656.wav,小美小美,pos/cmd_2656.wav,备孕不推荐吃什么,胃孕 贱验食 食方,0.2996,False,,babble,1.0,✗
POS,utt1021_cmd_2657,2657,pos/kws_2657.wav,小惟小惟,pos/cmd_2657.wav,吃什么适合慢性疲劳,吃什么适合慢性疲劳,0.351,False,,babble,0.0,✓
POS,utt1022_cmd_2658,2658,pos/kws_2658.wav,小惟小惟,pos/cmd_2658.wav,播放小球听民乐数字歌,播放小球听名字月首次歌,0.2724,False,,babble,0.5,✗
POS,utt1023_cmd_2659,2659,pos/kws_2659.wav,小天小天,pos/cmd_2659.wav,空调十八度,内定间纯手参赛,0.5836,False,,babble,1.4,✗
POS,utt1024_cmd_2660,2660,pos/kws_2660.wav,hi colmo,pos/cmd_2660.wav,富含硒的食物有哪些,,0.2556,True,,babble,1.0,✗
POS,utt1025_cmd_2661,2661,pos/kws_2661.wav,小双同学,pos/cmd_2661.wav,开机空调,,0.0973,True,,babble,1.0,✗
POS,utt1026_cmd_2662,2662,pos/kws_2662.wav,天天同学,pos/cmd_2662.wav,关掉智清洁,,0.2338,True,,babble,1.0,✗
POS,utt1027_cmd_2663,2663,pos/kws_2663.wav,小美小美,pos/cmd_2663.wav,产妇哪些食物需要忌口,这下手机,0.3739,False,,babble,1.0,✗
POS,utt1028_cmd_2664,2664,pos/kws_2664.wav,小天才,pos/cmd_2664.wav,风向左吹,风向左吹,0.3053,False,,babble,0.0,✓
POS,utt1029_cmd_2665,2665,pos/kws_2665.wav,小钱小钱,pos/cmd_2665.wav,风速调最小,那是中大小,0.3171,False,,babble,0.8,✗
POS,utt1030_cmd_2666,2666,pos/kws_2666.wav,你好小双,pos/cmd_2666.wav,风摆向右边,方本向右边,0.3575,False,,babble,0.4,✓
POS,utt1031_cmd_2667,2667,pos/kws_2667.wav,小天同学,pos/cmd_2667.wav,把温度调到二十一度,,0.0495,True,,babble,1.0,✗
POS,utt1032_cmd_2668,2668,pos/kws_2668.wav,小惟小惟,pos/cmd_2668.wav,防脱发推荐吃哪些食物,王脱发推荐吃哪些食物,0.3578,False,,babble,0.1,✓
POS,utt1033_cmd_2669,2669,pos/kws_2669.wav,hi colmo,pos/cmd_2669.wav,播放少儿版红楼梦,,0.1628,True,,white,1.0,✗
POS,utt1034_cmd_2670,2670,pos/kws_2670.wav,小编小编,pos/cmd_2670.wav,风速调到百分之十,双速调到百分之十,0.3057,False,,babble,0.125,✓
POS,utt1035_cmd_2671,2671,pos/kws_2671.wav,小美小美,pos/cmd_2671.wav,播放苦命人,电视的点,0.3906,False,,babble,1.0,✗
POS,utt1036_cmd_2672,2672,pos/kws_2672.wav,小天才,pos/cmd_2672.wav,关屏显,平显,0.328,False,,babble,0.6667,✗
POS,utt1037_cmd_2673,2673,pos/kws_2673.wav,嗨扫地机,pos/cmd_2673.wav,ECO模式,你随口我身,0.3612,False,,babble,1.0,✗
POS,utt1038_cmd_2674,2674,pos/kws_2674.wav,小惟小惟,pos/cmd_2674.wav,儿童吃哪些食物有好处,儿童吃奶三食,0.3494,False,,babble,0.6,✗
POS,utt1039_cmd_2675,2675,pos/kws_2675.wav,小天同学,pos/cmd_2675.wav,开机空调,,-0.0394,True,,babble,1.0,✗
POS,utt1040_cmd_2676,2676,pos/kws_2676.wav,小T小T,pos/cmd_2676.wav,空调十七度,,0.2331,True,,babble,1.0,✗
POS,utt1041_cmd_2677,2677,pos/kws_2677.wav,hi colmo,pos/cmd_2677.wav,备孕要少吃什么,,0.093,True,,white,1.0,✗
POS,utt1042_cmd_2678,2678,pos/kws_2678.wav,小双同学,pos/cmd_2678.wav,把空调关上,打工的班上,0.3252,False,,babble,0.8,✗
POS,utt1043_cmd_2679,2679,pos/kws_2679.wav,小编小编,pos/cmd_2679.wav,风往下吹,,0.0654,True,,babble,1.0,✗
POS,utt1044_cmd_2680,2680,pos/kws_2680.wav,hi colmo,pos/cmd_2680.wav,播放大红妈妈精心讲绘本,,0.263,True,,babble,1.0,✗
POS,utt1045_cmd_2681,2681,pos/kws_2681.wav,小惟小惟,pos/cmd_2681.wav,富含热量的食物有哪些,,0.0858,True,,babble,1.0,✗
POS,utt1046_cmd_2682,2682,pos/kws_2682.wav,小点小点,pos/cmd_2682.wav,关掉智清洁,,0.251,True,,babble,1.0,✗
POS,utt1047_cmd_2683,2683,pos/kws_2683.wav,嗨扫地机,pos/cmd_2683.wav,降低温度,,0.1232,True,,babble,1.0,✗
POS,utt1048_cmd_2684,2684,pos/kws_2684.wav,小编小编,pos/cmd_2684.wav,风大一点,,-0.0038,True,,white,1.0,✗
POS,utt1049_cmd_2685,2685,pos/kws_2685.wav,小美小美,pos/cmd_2685.wav,科技情报局我想听,看底下M,0.3333,False,,babble,1.0,✗
POS,utt1050_cmd_2686,2686,pos/kws_2686.wav,hi colmo,pos/cmd_2686.wav,儿童吃哪些食物有好处,儿童吃哪些食物有好处,0.3342,False,,babble,0.0,✓
POS,utt1051_cmd_2687,2687,pos/kws_2687.wav,你好小天,pos/cmd_2687.wav,把温度调到三十度,我会有点多相信,0.5794,False,,white,1.0,✗
POS,utt1052_cmd_2688,2688,pos/kws_2688.wav,小天小天,pos/cmd_2688.wav,温度高一点,,0.2663,True,,babble,1.0,✗
POS,utt1053_cmd_2689,2689,pos/kws_2689.wav,小惟小惟,pos/cmd_2689.wav,吃什么适合舒缓压力,,0.2125,True,,babble,1.0,✗
POS,utt1054_cmd_2690,2690,pos/kws_2690.wav,hi colmo,pos/cmd_2690.wav,儿童有什么饮食禁忌,,0.256,True,,babble,1.0,✗
POS,utt1055_cmd_2691,2691,pos/kws_2691.wav,小美小美,pos/cmd_2691.wav,护发吃什么好,,0.1397,True,,babble,1.0,✗
POS,utt1056_cmd_2692,2692,pos/kws_2692.wav,小惟小惟,pos/cmd_2692.wav,播放费烟的民谣,,0.1438,True,,babble,1.0,✗
POS,utt1057_cmd_2693,2693,pos/kws_2693.wav,小美小美,pos/cmd_2693.wav,儿童吃什么好,,0.2515,True,,babble,1.0,✗
POS,utt1058_cmd_2694,2694,pos/kws_2694.wav,hi colmo,pos/cmd_2694.wav,加热故障,,0.2351,True,,babble,1.0,✗
POS,utt1059_cmd_2695,2695,pos/kws_2695.wav,小惟小惟,pos/cmd_2695.wav,安胎不适合吃什么,,0.2303,True,,babble,1.0,✗
POS,utt1060_cmd_2696,2696,pos/kws_2696.wav,小天才,pos/cmd_2696.wav,开启制冷模式,开启自动模式,0.2931,False,,babble,0.3333,✓
POS,utt1061_cmd_2697,2697,pos/kws_2697.wav,小双同学,pos/cmd_2697.wav,风大一点,具备这个指标,0.3095,False,,babble,1.5,✗
POS,utt1062_cmd_2698,2698,pos/kws_2698.wav,小编小编,pos/cmd_2698.wav,把温度调到二十三度,,0.2343,True,,white,1.0,✗
POS,utt1063_cmd_2699,2699,pos/kws_2699.wav,hi colmo,pos/cmd_2699.wav,播放姚晴曦阅读,,0.2592,True,,babble,1.0,✗
POS,utt1064_cmd_2700,2700,pos/kws_2700.wav,小钱小钱,pos/cmd_2700.wav,把温度调到二十度,阿文就在大学,0.2886,False,,babble,1.0,✗
POS,utt1065_cmd_2701,2701,pos/kws_2701.wav,小惟小惟,pos/cmd_2701.wav,播放巴赫初级钢琴曲,播放,0.4067,False,,babble,0.7778,✗
POS,utt1066_cmd_2702,2702,pos/kws_2702.wav,小惟小惟,pos/cmd_2702.wav,播放温妮女巫魔法绘本,我放,0.3507,False,,babble,0.9,✗
POS,utt1067_cmd_2703,2703,pos/kws_2703.wav,嗨机器人,pos/cmd_2703.wav,开启智清洁,开启知青节,0.3343,False,,babble,0.6,✗
POS,utt1068_cmd_2704,2704,pos/kws_2704.wav,嗨机器人,pos/cmd_2704.wav,打开节能模式,,0.2038,True,,babble,1.0,✗
POS,utt1069_cmd_2705,2705,pos/kws_2705.wav,小双同学,pos/cmd_2705.wav,风速调大一点,所以大约五百九十,0.3075,False,,babble,1.3333,✗
POS,utt1070_cmd_2706,2706,pos/kws_2706.wav,天天同学,pos/cmd_2706.wav,把温度调到二十九度,,0.3167,True,,babble,1.0,✗
POS,utt1071_cmd_2707,2707,pos/kws_2707.wav,hi colmo,pos/cmd_2707.wav,古哥古点烧脑集我想听,鼓舞如今超脑泥我想听,0.3209,False,,babble,0.6,✗
POS,utt1072_cmd_2708,2708,pos/kws_2708.wav,小甜甜,pos/cmd_2708.wav,打开睡眠模式,,0.1102,True,,babble,1.0,✗
POS,utt1073_cmd_2709,2709,pos/kws_2709.wav,hi colmo,pos/cmd_2709.wav,吃什么可以明目,是什么黑业练,0.4588,False,,babble,0.7143,✗
POS,utt1074_cmd_2710,2710,pos/kws_2710.wav,小惟小惟,pos/cmd_2710.wav,播放磨剑少年,郭汉罗介绍,0.3717,False,,babble,1.0,✗
POS,utt1075_cmd_2711,2711,pos/kws_2711.wav,小惟小惟,pos/cmd_2711.wav,更年期建议吃什么,,0.213,True,,babble,1.0,✗
POS,utt1076_cmd_2712,2712,pos/kws_2712.wav,小双同学,pos/cmd_2712.wav,风速加大,,0.075,True,,babble,1.0,✗
POS,utt1077_cmd_2713,2713,pos/kws_2713.wav,小T小T,pos/cmd_2713.wav,开启ECO,,0.1881,True,,babble,1.0,✗
POS,utt1078_cmd_2714,2714,pos/kws_2714.wav,小天才,pos/cmd_2714.wav,开到二十七度,,0.2295,True,,babble,1.0,✗
POS,utt1079_cmd_2715,2715,pos/kws_2715.wav,你好小天,pos/cmd_2715.wav,降低一度,一例为二,0.4752,False,,babble,1.0,✗
POS,utt1080_cmd_2716,2716,pos/kws_2716.wav,你好天天,pos/cmd_2716.wav,关闭ECO模式,,0.2432,True,,babble,1.0,✗
POS,utt1081_cmd_2717,2717,pos/kws_2717.wav,小美小美,pos/cmd_2717.wav,高血压不推荐吃什么,,0.0858,True,,pink,1.0,✗
POS,utt1082_cmd_2718,2718,pos/kws_2718.wav,小美小美,pos/cmd_2718.wav,播放激情手风琴曲选集,,0.2383,True,,pink,1.0,✗
